"number","project","owner","reviewer","date","rscore","vscore"
"119028","platform/frameworks/av","Chih-hung Hsieh","Chih-hung Hsieh","2014-12-12 00:30:16.074000000",0,0
"119028","platform/frameworks/av","Chih-hung Hsieh","Dan Albert","2014-12-12 00:38:19.573000000",2,0
"119028","platform/frameworks/av","Chih-hung Hsieh","Chih-hung Hsieh","2014-12-12 00:50:18.438000000",0,1
"119362","platform/system/vold","Dan Albert","Elliott Hughes","2014-12-13 01:54:14.737000000",2,0
"119362","platform/system/vold","Dan Albert","Dan Albert","2014-12-13 02:03:11.376000000",0,1
"119520","platform/system/vold","Tim Murray","Dan Albert","2014-12-15 20:04:17.608000000",2,0
"119520","platform/system/vold","Tim Murray","Dan Albert","2014-12-15 20:04:40.576000000",0,0
"119520","platform/system/vold","Tim Murray","Dan Albert","2014-12-16 17:03:28.228000000",2,0
"119520","platform/system/vold","Tim Murray","JP Abgrall","2014-12-18 00:20:42.010000000",1,0
"119520","platform/system/vold","Tim Murray","Tim Murray","2014-12-18 00:21:34.866000000",2,1
"119520","platform/system/vold","Tim Murray","Tim Murray","2014-12-18 00:21:57.739000000",0,0
"119520","platform/system/vold","Tim Murray","Tim Murray","2014-12-18 00:22:04.435000000",0,1
"119520","platform/system/vold","Tim Murray","Tim Murray","2014-12-18 00:22:48.325000000",0,0
"119520","platform/system/vold","Tim Murray","Tim Murray","2014-12-18 00:23:05.554000000",2,1
"119780","platform/frameworks/av","Eric Laurent","Eric Laurent","2014-12-16 19:38:52.707000000",2,0
"119780","platform/frameworks/av","Eric Laurent","Eric Laurent","2014-12-16 19:39:21.129000000",0,1
"120303","platform/frameworks/av","Martin Storsjö","David Turner","2014-12-18 14:42:59.424000000",1,0
"120303","platform/frameworks/av","Martin Storsjö","Marco Nelissen","2014-12-18 16:18:11.499000000",0,0
"120303","platform/frameworks/av","Martin Storsjö","Martin Storsjö","2014-12-18 16:22:20.969000000",0,0
"120303","platform/frameworks/av","Martin Storsjö","Marco Nelissen","2014-12-18 16:44:18.256000000",2,0
"120303","platform/frameworks/av","Martin Storsjö","Jeff Tinker","2014-12-18 18:25:58.516000000",1,0
"120303","platform/frameworks/av","Martin Storsjö","Martin Storsjö","2014-12-27 18:44:51.009000000",0,0
"120303","platform/frameworks/av","Martin Storsjö","Deckard Autoverifier","2015-01-01 04:46:23.645000000",0,1
"120322","platform/system/vold","Dan Albert","Dan Albert","2014-12-18 18:09:07.511000000",0,1
"120322","platform/system/vold","Dan Albert","Dan Albert","2014-12-18 18:10:01.992000000",0,0
"120322","platform/system/vold","Dan Albert","Tim Murray","2014-12-18 18:12:05.171000000",2,0
"120322","platform/system/vold","Dan Albert","Marco Nelissen","2014-12-18 18:13:08.126000000",0,0
"120322","platform/system/vold","Dan Albert","Dan Albert","2014-12-18 18:14:15.968000000",0,0
"120322","platform/system/vold","Dan Albert","Stephen Hines","2014-12-18 18:14:33.578000000",2,0
"120322","platform/system/vold","Dan Albert","Stephen Hines","2014-12-18 18:18:41.864000000",0,0
"120322","platform/system/vold","Dan Albert","Dan Albert","2014-12-18 18:22:35.376000000",0,0
"120322","platform/system/vold","Dan Albert","Dan Albert","2014-12-18 18:24:36.910000000",0,0
"120322","platform/system/vold","Dan Albert","Dan Albert","2014-12-18 18:40:07.862000000",0,0
"120322","platform/system/vold","Dan Albert","Dan Albert","2014-12-18 18:42:13.403000000",2,1
"120334","platform/frameworks/av","Eric Laurent","Eric Laurent","2014-12-18 18:03:28.472000000",2,0
"120334","platform/frameworks/av","Eric Laurent","Eric Laurent","2014-12-18 21:15:09.005000000",0,1
"120335","platform/frameworks/av","Eric Laurent","Eric Laurent","2014-12-18 18:03:39.282000000",2,0
"120335","platform/frameworks/av","Eric Laurent","Ronghua Wu","2014-12-18 18:03:42.652000000",1,0
"120335","platform/frameworks/av","Eric Laurent","Eric Laurent","2014-12-18 21:15:29.916000000",0,1
"120881","platform/frameworks/av","Marco Nelissen","Deckard Autoverifier","2014-12-30 06:26:58.365000000",0,1
"120881","platform/frameworks/av","Marco Nelissen","Marco Nelissen","2015-01-09 15:43:58.875000000",2,0
"120945","platform/frameworks/av","Martin Storsjö","Deckard Autoverifier","2014-12-31 00:23:39.040000000",0,1
"120945","platform/frameworks/av","Martin Storsjö","Martin Storsjö","2015-05-15 12:37:07.887000000",0,0
"120945","platform/frameworks/av","Martin Storsjö","Lajos Molnar","2015-05-15 16:24:02.521000000",2,0
"120945","platform/frameworks/av","Martin Storsjö","Martin Storsjö","2015-05-18 10:36:07.462000000",0,0
"121006","platform/frameworks/av","Martin Storsjö","Deckard Autoverifier","2015-01-01 12:32:29.807000000",0,1
"121006","platform/frameworks/av","Martin Storsjö","Andreas Gampe","2015-01-07 18:41:32.582000000",1,0
"121006","platform/frameworks/av","Martin Storsjö","Martin Storsjö","2015-01-07 18:59:34.074000000",0,0
"121006","platform/frameworks/av","Martin Storsjö","Andreas Gampe","2015-01-28 07:50:42.523000000",0,0
"121006","platform/frameworks/av","Martin Storsjö","Marco Nelissen","2015-01-28 15:14:53.464000000",2,0
"121006","platform/frameworks/av","Martin Storsjö","Martin Storsjö","2015-01-28 15:56:02.583000000",0,0
"121074","platform/frameworks/opt/net/wifi","Elliott Hughes","Dan Albert","2014-12-29 21:09:57.391000000",2,0
"121074","platform/frameworks/opt/net/wifi","Elliott Hughes","Elliott Hughes","2014-12-29 21:18:07.892000000",0,1
"121092","platform/system/vold","Elliott Hughes","Elliott Hughes","2014-12-29 22:10:49.632000000",2,1
"121092","platform/system/vold","Elliott Hughes","Dan Albert","2014-12-30 00:24:02.328000000",0,0
"121152","platform/system/vold","Yabin Cui","Deckard Autoverifier","2015-01-03 02:53:25.903000000",0,1
"121152","platform/system/vold","Yabin Cui","Elliott Hughes","2015-01-05 23:17:02.108000000",0,0
"121152","platform/system/vold","Yabin Cui","Yabin Cui","2015-01-06 04:24:25.043000000",0,0
"121152","platform/system/vold","Yabin Cui","Elliott Hughes","2015-01-06 05:36:16.482000000",0,0
"121152","platform/system/vold","Yabin Cui","Yabin Cui","2015-01-06 17:56:13.178000000",0,0
"121152","platform/system/vold","Yabin Cui","Elliott Hughes","2015-01-06 18:05:34.120000000",2,0
"121152","platform/system/vold","Yabin Cui","Yabin Cui","2015-01-06 18:06:05.516000000",0,1
"121280","platform/frameworks/av","Soon-won Choi","Soon-won Choi","2015-01-05 07:58:09.698000000",0,0
"121280","platform/frameworks/av","Soon-won Choi","Eric Laurent","2015-01-05 19:53:12.338000000",2,1
"121320","platform/frameworks/av","Narayan Kamath","Neil Fuller","2015-01-05 15:28:32.519000000",2,0
"121320","platform/frameworks/av","Narayan Kamath","Elliott Hughes","2015-01-05 16:06:51.209000000",2,0
"121320","platform/frameworks/av","Narayan Kamath","Narayan Kamath","2015-01-05 16:08:18.840000000",0,0
"121320","platform/frameworks/av","Narayan Kamath","Narayan Kamath","2015-01-05 16:31:19.482000000",0,0
"121320","platform/frameworks/av","Narayan Kamath","Narayan Kamath","2015-01-05 16:31:31.255000000",2,1
"121320","platform/frameworks/av","Narayan Kamath","Elliott Hughes","2015-01-05 16:48:33.089000000",0,0
"121320","platform/frameworks/av","Narayan Kamath","Narayan Kamath","2015-01-05 16:51:15.966000000",0,0
"121320","platform/frameworks/av","Narayan Kamath","Elliott Hughes","2015-01-05 17:07:15.370000000",0,0
"12175","platform/system/vold","san","san","2009-10-11 01:00:43.045000000",0,0
"12175","platform/system/vold","san","san","2009-10-11 21:50:11.758000000",2,0
"12180","platform/system/vold","san","san","2009-10-12 22:08:42.949000000",2,0
"12181","platform/system/vold","san","san","2009-10-12 22:08:54.683000000",2,0
"12182","platform/system/vold","san","san","2009-10-12 22:09:08.051000000",2,0
"12183","platform/system/vold","san","san","2009-10-12 22:09:29.630000000",2,0
"12186","platform/system/vold","san","san","2009-10-12 23:31:13.619000000",2,0
"122374","platform/frameworks/av","Marco Nelissen","Deckard Autoverifier","2015-01-09 07:37:15.539000000",0,1
"122374","platform/frameworks/av","Marco Nelissen","Marco Nelissen","2015-01-13 23:19:16.557000000",2,0
"122381","platform/frameworks/av","Marco Nelissen","Marco Nelissen","2015-01-08 21:38:33.885000000",2,1
"12270","platform/system/vold","san","san","2009-10-21 18:20:09.072000000",2,0
"123450","platform/frameworks/av","Soon-won Choi","Deckard Autoverifier","2015-01-15 10:56:58.253000000",0,1
"123450","platform/frameworks/av","Soon-won Choi","Eric Laurent","2015-01-15 17:32:49.859000000",-2,0
"123450","platform/frameworks/av","Soon-won Choi","Soon-won Choi","2015-01-16 00:43:59.164000000",0,0
"123450","platform/frameworks/av","Soon-won Choi","Eric Laurent","2015-01-16 01:11:23.425000000",0,0
"123450","platform/frameworks/av","Soon-won Choi","Soon-won Choi","2015-01-16 04:38:19.337000000",1,0
"123450","platform/frameworks/av","Soon-won Choi","Minwoo Kim","2015-01-19 00:53:40.342000000",1,0
"123450","platform/frameworks/av","Soon-won Choi","Bill Yi","2015-03-10 22:15:06.864000000",2,0
"123526","platform/frameworks/av","Marco Nelissen","Marco Nelissen","2015-01-15 22:15:58.643000000",2,1
"123681","platform/frameworks/opt/telephony","Narayan Kamath","Elliott Hughes","2015-01-16 16:21:25.010000000",2,0
"123681","platform/frameworks/opt/telephony","Narayan Kamath","Deckard Autoverifier","2015-01-16 18:55:00.291000000",0,-1
"123681","platform/frameworks/opt/telephony","Narayan Kamath","Narayan Kamath","2015-01-16 18:59:49.491000000",0,1
"123681","platform/frameworks/opt/telephony","Narayan Kamath","Elliott Hughes","2015-01-16 19:39:33.479000000",2,0
"123681","platform/frameworks/opt/telephony","Narayan Kamath","Robert Greenwalt","2015-01-16 19:45:49.706000000",0,0
"123681","platform/frameworks/opt/telephony","Narayan Kamath","Narayan Kamath","2015-01-16 19:47:12.635000000",0,0
"123681","platform/frameworks/opt/telephony","Narayan Kamath","Robert Greenwalt","2015-01-16 22:52:42.903000000",2,0
"123681","platform/frameworks/opt/telephony","Narayan Kamath","Robert Greenwalt","2015-01-16 22:53:45.840000000",0,0
"123681","platform/frameworks/opt/telephony","Narayan Kamath","Narayan Kamath","2015-01-22 14:01:34.258000000",0,0
"123681","platform/frameworks/opt/telephony","Narayan Kamath","Narayan Kamath","2015-01-22 14:04:34.756000000",2,1
"124052","platform/frameworks/av","Eric Laurent","Eric Laurent","2015-01-20 22:40:19.415000000",2,1
"124333","platform/frameworks/av","Marco Nelissen","Deckard Autoverifier","2015-01-22 20:54:57.516000000",0,1
"124333","platform/frameworks/av","Marco Nelissen","Lajos Molnar","2015-06-03 21:28:31.715000000",2,0
"124477","platform/system/vold","Adam Langley","Kenny Root","2015-01-23 00:51:25.063000000",2,0
"124477","platform/system/vold","Adam Langley","Kenny Root","2015-01-23 01:05:44.754000000",0,1
"124492","platform/frameworks/av","Adam Langley","Deckard Autoverifier","2015-01-25 00:11:34.750000000",0,1
"124492","platform/frameworks/av","Adam Langley","Kenny Root","2015-01-26 18:51:59.870000000",2,0
"124841","platform/frameworks/av","Marco Nelissen","Deckard Autoverifier","2015-01-26 21:02:33.252000000",0,-1
"124841","platform/frameworks/av","Marco Nelissen","Marco Nelissen","2015-01-26 21:39:38.815000000",0,1
"124841","platform/frameworks/av","Marco Nelissen","Deckard Autoverifier","2015-01-26 21:39:52.707000000",0,0
"124841","platform/frameworks/av","Marco Nelissen","Marco Nelissen","2015-01-27 17:49:14.271000000",2,0
"125842","platform/system/vold","Elliott Hughes","Dimitry Ivanov","2015-01-28 19:58:26.697000000",2,0
"125842","platform/system/vold","Elliott Hughes","Christopher Ferris","2015-01-28 20:03:49.916000000",2,0
"125842","platform/system/vold","Elliott Hughes","Elliott Hughes","2015-01-28 20:04:00.009000000",0,1
"125853","platform/system/vold","Paul Lawrence","Elliott Hughes","2015-01-28 19:46:46.978000000",2,0
"125853","platform/system/vold","Paul Lawrence","Paul Lawrence","2015-01-28 21:14:18.055000000",0,1
"125857","platform/frameworks/opt/net/wifi","Elliott Hughes","Christopher Ferris","2015-01-28 20:38:46.112000000",2,0
"125857","platform/frameworks/opt/net/wifi","Elliott Hughes","Robert Greenwalt","2015-01-28 20:56:51.312000000",2,0
"125857","platform/frameworks/opt/net/wifi","Elliott Hughes","Elliott Hughes","2015-01-28 22:45:54.263000000",0,1
"127177","platform/frameworks/av","Elliott Hughes","Christopher Ferris","2015-01-29 01:35:40.052000000",2,0
"127177","platform/frameworks/av","Elliott Hughes","Elliott Hughes","2015-01-29 01:37:18.314000000",2,1
"127361","platform/frameworks/av","Marco Nelissen","Marco Nelissen","2015-01-29 19:19:45.028000000",2,1
"127572","platform/frameworks/av","Elliott Hughes","Dan Albert","2015-01-30 06:50:11.974000000",2,0
"127572","platform/frameworks/av","Elliott Hughes","Elliott Hughes","2015-01-30 06:51:39.104000000",0,1
"127602","platform/packages/apps/Settings","Stephan Huber","Natalie Silvanovich","2015-01-30 17:33:09.388000000",1,0
"127602","platform/packages/apps/Settings","Stephan Huber","Deckard Autoverifier","2015-02-01 21:04:16.166000000",0,1
"127602","platform/packages/apps/Settings","Stephan Huber","Amith Yamasani","2015-02-03 21:22:58.695000000",2,0
"127605","platform/frameworks/av","Zoran Jovanovic","Lajos Molnar","2015-01-30 16:43:52.563000000",0,0
"127605","platform/frameworks/av","Zoran Jovanovic","Deckard Autoverifier","2015-01-31 15:17:42.118000000",0,-1
"127605","platform/frameworks/av","Zoran Jovanovic","Zoran Jovanovic","2015-02-02 14:08:45.820000000",0,0
"127605","platform/frameworks/av","Zoran Jovanovic","Zoran Jovanovic","2015-02-12 16:57:33.087000000",0,0
"127605","platform/frameworks/av","Zoran Jovanovic","Bill Yi","2015-03-10 22:15:04.541000000",2,0
"128234","platform/frameworks/av","John Lin","Deckard Autoverifier","2015-02-03 11:44:20.312000000",0,1
"128234","platform/frameworks/av","John Lin","Eino-Ville Talvala","2015-02-03 18:21:39.796000000",2,0
"128234","platform/frameworks/av","John Lin","John Lin","2015-02-04 02:46:48.192000000",0,0
"128234","platform/frameworks/av","John Lin","Eino-Ville Talvala","2015-02-04 19:04:27.174000000",0,0
"128234","platform/frameworks/av","John Lin","John Lin","2015-02-05 03:04:17.539000000",0,0
"128780","platform/packages/apps/Settings","Alex Klyubin","Deckard Autoverifier","2015-02-04 21:48:38.461000000",0,-1
"128780","platform/packages/apps/Settings","Alex Klyubin","Narayan Kamath","2015-02-05 10:49:43.686000000",2,0
"128780","platform/packages/apps/Settings","Alex Klyubin","Alex Klyubin","2015-02-11 18:18:02.027000000",0,0
"128780","platform/packages/apps/Settings","Alex Klyubin","Dianne Hackborn","2015-02-11 18:23:31.763000000",2,0
"128780","platform/packages/apps/Settings","Alex Klyubin","Alex Klyubin","2015-02-11 18:54:19.226000000",0,1
"128780","platform/packages/apps/Settings","Alex Klyubin","Jeff Sharkey","2015-02-11 19:26:39.188000000",2,1
"128822","platform/frameworks/av","Elliott Hughes","Elliott Hughes","2015-02-04 19:59:04.026000000",0,1
"128822","platform/frameworks/av","Elliott Hughes","Narayan Kamath","2015-02-04 20:03:24.680000000",2,0
"129111","platform/system/vold","Henrik Baard","Elliott Hughes","2015-02-05 17:08:32.222000000",2,1
"129141","platform/system/vold","Henrik Baard","Deckard Autoverifier","2015-02-05 20:09:03.103000000",0,1
"129141","platform/system/vold","Henrik Baard","Elliott Hughes","2015-02-05 20:10:20.971000000",0,0
"129141","platform/system/vold","Henrik Baard","Henrik Baard","2015-02-06 06:51:58.493000000",0,0
"129141","platform/system/vold","Henrik Baard","Henrik Baard","2015-02-06 08:31:36.384000000",0,0
"129141","platform/system/vold","Henrik Baard","Deckard Autoverifier","2015-02-06 12:52:30.875000000",0,1
"129141","platform/system/vold","Henrik Baard","Elliott Hughes","2015-02-07 07:29:41.257000000",2,0
"129141","platform/system/vold","Henrik Baard","Nick Kralevich","2015-02-08 15:16:54.732000000",0,0
"129141","platform/system/vold","Henrik Baard","Henrik Baard","2015-02-16 14:35:16.344000000",0,0
"129151","platform/system/vold","Henrik Baard","Elliott Hughes","2015-02-05 17:36:00.360000000",2,1
"129151","platform/system/vold","Henrik Baard","Elliott Hughes","2015-02-05 17:38:43.384000000",0,0
"129430","platform/system/vold","Henrik Baard","Deckard Autoverifier","2015-02-06 17:33:55.409000000",0,1
"129430","platform/system/vold","Henrik Baard","Elliott Hughes","2015-02-07 07:28:03.580000000",2,0
"129580","platform/system/vold","Nick Kralevich","Elliott Hughes","2015-02-06 17:09:12.740000000",2,0
"129580","platform/system/vold","Nick Kralevich","Nick Kralevich","2015-02-06 17:10:58.672000000",0,1
"132740","platform/frameworks/opt/net/wifi","AbdelmajidX Mlayeh","Vinit Deshpande","2015-02-20 20:09:04.208000000",-1,0
"132740","platform/frameworks/opt/net/wifi","AbdelmajidX Mlayeh","HonoreX Tricot","2015-02-23 09:33:07.034000000",0,0
"132740","platform/frameworks/opt/net/wifi","AbdelmajidX Mlayeh","HonoreX Tricot","2015-02-26 13:50:21.272000000",1,0
"132740","platform/frameworks/opt/net/wifi","AbdelmajidX Mlayeh","Jean-michel Bachot","2015-03-02 14:00:44.840000000",1,0
"132740","platform/frameworks/opt/net/wifi","AbdelmajidX Mlayeh","Vinit Deshpande","2015-03-02 20:00:06.904000000",0,0
"132740","platform/frameworks/opt/net/wifi","AbdelmajidX Mlayeh","Vinit Deshpande","2015-03-02 21:01:39.696000000",2,1
"133201","platform/frameworks/av","Marco Nelissen","Marco Nelissen","2015-02-18 21:17:00.759000000",0,1
"133201","platform/frameworks/av","Marco Nelissen","Chong Zhang","2015-02-18 21:43:54.069000000",1,0
"133201","platform/frameworks/av","Marco Nelissen","Marco Nelissen","2015-02-18 22:10:20.150000000",2,0
"133581","platform/frameworks/av","Marco Nelissen","Marco Nelissen","2015-02-19 19:17:12.121000000",0,0
"133581","platform/frameworks/av","Marco Nelissen","Chong Zhang","2015-02-19 19:20:35.966000000",1,0
"133581","platform/frameworks/av","Marco Nelissen","Chong Zhang","2015-02-19 19:31:39.564000000",2,0
"133581","platform/frameworks/av","Marco Nelissen","Marco Nelissen","2015-02-19 19:32:17.743000000",0,1
"134532","platform/frameworks/opt/net/wifi","Greg Hackmann","Vinit Deshpande","2015-02-23 20:25:50.217000000",2,0
"134532","platform/frameworks/opt/net/wifi","Greg Hackmann","Greg Hackmann","2015-02-23 21:16:53.371000000",0,1
